obs_id,outside_pred
id_000001,0
id_000002,1
id_000003,1
id_000004,1
id_000005,0
id_000006,0
id_000007,0
id_000008,1
id_000009,1
id_000010,0
id_000011,0
id_000012,0
id_000013,1
id_000014,0
id_000015,0
id_000016,0
id_000017,1
id_000018,0
id_000019,0
id_000020,1
id_000021,1
id_000022,0
id_000023,0
id_000024,0
id_000025,0
id_000026,1
id_000027,0
id_000028,1
id_000029,0
id_000030,0
id_000031,0
id_000032,1
id_000033,0
id_000034,0
id_000035,1
id_000036,0
id_000037,1
id_000038,1
id_000039,1
id_000040,0
id_000041,0
id_000042,1
id_000043,0
id_000044,1
id_000045,0
id_000046,1
id_000047,0
id_000048,0
id_000049,0
id_000050,1
id_000051,0
id_000052,1
id_000053,0
id_000054,1
id_000055,1
id_000056,0
id_000057,0
id_000058,0
id_000059,1
id_000060,0
id_000061,0
id_000062,0
id_000063,0
id_000064,0
id_000065,1
id_000066,0
id_000067,0
id_000068,1
id_000069,1
id_000070,1
id_000071,0
id_000072,1
id_000073,0
id_000074,0
id_000075,0
id_000076,0
id_000077,1
id_000078,0
id_000079,1
id_000080,1
id_000081,0
id_000082,0
id_000083,0
id_000084,0
id_000085,0
id_000086,0
id_000087,0
id_000088,0
id_000089,0
id_000090,0
id_000091,0
id_000092,0
id_000093,1
id_000094,1
id_000095,1
id_000096,1
id_000097,0
id_000098,1
id_000099,0
id_000100,1
id_000101,1
id_000102,0
id_000103,0
id_000104,1
id_000105,1
id_000106,0
id_000107,0
id_000108,0
id_000109,1
id_000110,1
id_000111,1
id_000112,1
id_000113,1
id_000114,0
id_000115,0
id_000116,0
id_000117,1
id_000118,0
id_000119,0
id_000120,1
id_000121,0
id_000122,0
id_000123,1
id_000124,1
id_000125,1
id_000126,0
id_000127,0
id_000128,0
id_000129,1
id_000130,1
id_000131,0
id_000132,0
id_000133,0
id_000134,1
id_000135,1
id_000136,0
id_000137,1
id_000138,0
id_000139,1
id_000140,1
id_000141,1
id_000142,0
id_000143,1
id_000144,1
id_000145,0
id_000146,0
id_000147,1
id_000148,0
id_000149,0
id_000150,1
id_000151,1
id_000152,1
id_000153,0
id_000154,0
id_000155,1
id_000156,0
id_000157,0
id_000158,1
id_000159,0
id_000160,1
id_000161,0
id_000162,1
id_000163,0
id_000164,0
id_000165,1
id_000166,0
id_000167,0
id_000168,0
id_000169,1
id_000170,1
id_000171,1
id_000172,0
id_000173,1
id_000174,0
id_000175,0
id_000176,1
id_000177,1
id_000178,1
id_000179,1
id_000180,1
id_000181,0
id_000182,0
id_000183,1
id_000184,0
id_000185,1
id_000186,0
id_000187,1
id_000188,1
id_000189,1
id_000190,0
id_000191,1
id_000192,1
id_000193,0
id_000194,1
id_000195,0
id_000196,1
id_000197,1
id_000198,1
id_000199,0
id_000200,1
id_000201,0
id_000202,0
id_000203,0
id_000204,0
id_000205,0
id_000206,1
id_000207,0
id_000208,0
id_000209,0
id_000210,1
id_000211,1
id_000212,0
id_000213,1
id_000214,1
id_000215,1
id_000216,1
id_000217,1
id_000218,0
id_000219,1
id_000220,0
id_000221,0
id_000222,1
id_000223,0
id_000224,0
id_000225,0
id_000226,1
id_000227,1
id_000228,0
id_000229,0
id_000230,1
id_000231,0
id_000232,0
id_000233,0
id_000234,1
id_000235,0
id_000236,0
id_000237,0
id_000238,0
id_000239,0
id_000240,1
id_000241,0
id_000242,0
id_000243,1
id_000244,0
id_000245,1
id_000246,0
id_000247,1
id_000248,0
id_000249,1
id_000250,1
id_000251,1
id_000252,1
id_000253,0
id_000254,0
id_000255,0
id_000256,0
id_000257,0
id_000258,0
id_000259,0
id_000260,0
id_000261,0
id_000262,0
id_000263,1
id_000264,1
id_000265,1
id_000266,0
id_000267,0
id_000268,1
id_000269,0
id_000270,1
id_000271,0
id_000272,0
id_000273,1
id_000274,0
id_000275,0
id_000276,0
id_000277,0
id_000278,0
id_000279,1
id_000280,0
id_000281,1
id_000282,0
id_000283,1
id_000284,1
id_000285,1
id_000286,1
id_000287,0
id_000288,0
id_000289,0
id_000290,0
id_000291,0
id_000292,0
id_000293,1
id_000294,0
id_000295,1
id_000296,0
id_000297,0
id_000298,0
id_000299,0
id_000300,1
id_000301,0
id_000302,0
id_000303,1
id_000304,0
id_000305,1
id_000306,0
id_000307,1
id_000308,1
id_000309,0
id_000310,0
id_000311,0
id_000312,0
id_000313,1
id_000314,1
id_000315,1
id_000316,1
id_000317,0
id_000318,0
id_000319,0
id_000320,0
id_000321,1
id_000322,1
id_000323,1
id_000324,1
id_000325,1
id_000326,0
id_000327,1
id_000328,1
id_000329,0
id_000330,1
id_000331,1
id_000332,0
id_000333,1
id_000334,1
id_000335,0
id_000336,1
id_000337,1
id_000338,1
id_000339,0
id_000340,0
id_000341,1
id_000342,0
id_000343,1
id_000344,0
id_000345,0
id_000346,0
id_000347,0
id_000348,1
id_000349,1
id_000350,1
id_000351,0
id_000352,0
id_000353,0
id_000354,1
id_000355,0
id_000356,0
id_000357,1
id_000358,0
id_000359,0
id_000360,0
id_000361,0
id_000362,0
id_000363,1
id_000364,0
id_000365,1
id_000366,1
id_000367,1
id_000368,0
id_000369,0
id_000370,0
id_000371,1
id_000372,0
id_000373,1
id_000374,0
id_000375,1
id_000376,0
id_000377,1
id_000378,1
id_000379,0
id_000380,1
id_000381,0
